rank,score,label
1,0.09588623046875,0
2,0.09588623046875,0
3,0.09588623046875,0
4,0.09588623046875,0
5,0.09588623046875,0
6,0.09588623046875,0
7,0.09588623046875,0
8,0.09588623046875,0
9,0.09588623046875,0
10,0.09588623046875,0
11,0.09588623046875,0
12,0.09588623046875,0
13,0.09588623046875,0
14,0.09588623046875,0
15,0.09588623046875,0
16,0.09588623046875,0
17,0.09588623046875,0
18,0.09588623046875,0
19,0.09588623046875,0
20,0.09588623046875,0
21,0.09588623046875,0
22,0.09588623046875,0
23,0.09588623046875,0
24,0.09588623046875,0
25,0.09588623046875,0
26,0.09588623046875,0
27,0.09588623046875,0
28,0.09588623046875,0
29,0.09600830078125,0
30,0.09600830078125,0
31,0.09600830078125,0
32,0.09600830078125,0
33,0.09600830078125,0
34,0.09600830078125,0
35,0.09600830078125,0
36,0.09600830078125,0
37,0.09600830078125,0
38,0.09600830078125,0
39,0.09600830078125,0
40,0.09600830078125,0
41,0.09600830078125,0
42,0.09600830078125,0
43,0.09600830078125,0
44,0.09600830078125,0
45,0.09600830078125,0
46,0.09600830078125,0
47,0.09600830078125,0
48,0.09600830078125,0
49,0.09600830078125,0
50,0.09600830078125,0
