rank,score,label
1,0.96923828125,1
2,0.96875,1
3,0.96826171875,1
4,0.96435546875,1
5,0.96435546875,1
6,0.96435546875,1
7,0.9638671875,1
8,0.9638671875,1
9,0.9619140625,1
10,0.9619140625,0
11,0.9609375,1
12,0.96044921875,1
13,0.95947265625,1
14,0.958984375,1
15,0.958984375,1
16,0.958984375,1
17,0.95849609375,1
18,0.95849609375,1
19,0.9580078125,1
20,0.9580078125,1
21,0.95751953125,1
22,0.95654296875,1
23,0.95654296875,1
24,0.95654296875,1
25,0.9560546875,1
26,0.9560546875,1
27,0.9560546875,1
28,0.955078125,1
29,0.955078125,0
30,0.95458984375,1
31,0.9541015625,1
32,0.9541015625,0
33,0.9541015625,1
34,0.9541015625,0
35,0.9541015625,1
36,0.95361328125,1
37,0.95361328125,1
38,0.953125,1
39,0.95263671875,1
40,0.95263671875,1
41,0.95263671875,1
42,0.95263671875,1
43,0.95263671875,1
44,0.95263671875,1
45,0.9521484375,1
46,0.9521484375,1
47,0.9521484375,1
48,0.95166015625,1
49,0.95166015625,1
50,0.95166015625,0
